label,message,character_count,word_count,sentence_count,original_message,clean_message,clean_char_length,clean_word_count,gru_message,label_encoded
ham,"Yeah sure, give me a couple minutes to track down my wallet",59,13,1,"Yeah sure, give me a couple minutes to track down my wallet",yeah sure give couple minute track wallet,41,7,yeah sure give me a couple minutes to track down my wallet,0
ham,Hey leave it. not a big deal:-) take care.,42,14,2,Hey leave it. not a big deal:-) take care.,hey leave big deal take care,28,6,hey leave it not a big deal take care,0
ham,Hey i will be late ah... Meet you at 945+,41,11,1,Hey i will be late ah... Meet you at 945+,hey late ah meet,16,4,hey i will be late ah meet you at,0
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",149,25,3,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double min txts month free bluetooth orange available sony nokia motorola phone call mobileupd call optout dx,109,17,double mins and txts months free bluetooth on orange available on sony nokia motorola phones call mobileupd on or call optout n dx,1
ham,It took Mr owl 3 licks,22,6,1,It took Mr owl 3 licks,took mr owl lick,16,4,it took mr owl licks,0
ham,Customer place i will call you.,31,7,1,Customer place i will call you.,customer place call,19,3,customer place i will call you,0
ham,Mm that time you dont like fun,30,7,1,Mm that time you dont like fun,mm time dont like fun,21,5,mm that time you dont like fun,0
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,155,28,4,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update stoptxt,109,17,mths half price orange line rental latest camera phones free had your phone mths call mobilesdirect free on to update now or stoptxt,1
ham,Yup having my lunch buffet now.. U eat already?,47,11,1,Yup having my lunch buffet now.. U eat already?,yup lunch buffet eat already,28,5,yup having my lunch buffet now u eat already,0
ham,Huh so late... Fr dinner?,25,7,1,Huh so late... Fr dinner?,huh late fr dinner,18,4,huh so late fr dinner,0
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,80,18,2,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,hey sat going intro pilate kickboxing,37,6,hey so this sat are we going for the intro pilates only or the kickboxing too,0
ham,Morning only i can ok.,22,6,1,Morning only i can ok.,morning ok,10,2,morning only i can ok,0
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,115,30,3,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,yes think office lap room think thats last day didnt shut,57,11,yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down,0
ham,Pick you up bout 7.30ish? What time are  and that going?,56,13,2,Pick you up bout 7.30ish? What time are  and that going?,pick bout ish time going,24,5,pick you up bout ish what time are and that going,0
ham,From here after The performance award is calculated every two month.not for current one month period..,102,17,1,From here after The performance award is calculated every two month.not for current one month period..,performance award calculated every two month current one month period,69,10,from here after the performance award is calculated every two month not for current one month period,0
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,118,30,4,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,actually sleeping still might call back text gr rock si send text wen wake,74,14,was actually sleeping and still might when u call back so a text is gr you rock sis will send u a text wen i wake,0
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",221,49,4,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",always putting business put picture as facebook one open people ever met would think picture room would hurt make feel violated,127,21,you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people i ve ever met why would i think a picture of your room would hurt you make you feel violated,0
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",204,39,1,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",good evening sir al salam wahleykkum sharing happy news grace god got offer tayseer tissco joined hope fine inshah allah meet sometime rakhesh visitor india,156,25,good evening sir al salam wahleykkum sharing a happy news by the grace of god i got an offer from tayseer tissco and i joined hope you are fine inshah allah meet you sometime rakhesh visitor from india,0
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,114,26,1,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,hmmm want change field quickly da wan na get system administrator network administrator,87,13,hmmm k but i want to change the field quickly da i wanna get system administrator or network administrator,0
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",156,35,3,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",free ringtone text first poly text get true tone help st free tone money pw money nd txt stop,93,19,free ringtone text first to for a poly or text get to for a true tone help after st free tones are x money pw to e money nd txt stop,1
ham,Dear how is chechi. Did you talk to her,39,10,2,Dear how is chechi. Did you talk to her,dear chechi talk,16,3,dear how is chechi did you talk to her,0
ham,The hair cream has not been shipped.,36,8,1,The hair cream has not been shipped.,hair cream shipped,18,3,the hair cream has not been shipped,0
ham,None of that's happening til you get here though,48,10,1,None of that's happening til you get here though,none happening til get though,29,5,none of that s happening til you get here though,0
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",77,20,1,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",yep great loxahatchee xmas tree burning lt gt start hour,56,10,yep the great loxahatchee xmas tree burning of lt gt starts in an hour,0
ham,"Haha get used to driving to usf man, I know a lot of stoners",60,15,1,"Haha get used to driving to usf man, I know a lot of stoners",haha get used driving usf man know lot stoner,45,9,haha get used to driving to usf man i know a lot of stoners,0
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,168,36,3,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,well slightly disastrous class pm fav darling hope day ok coffee wld good stay late tomorrow time place always,110,19,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as can t stay late tomorrow same time place as always,0
ham,Hello! Good week? Fancy a drink or something later?,51,12,3,Hello! Good week? Fancy a drink or something later?,hello good week fancy drink something later,43,7,hello good week fancy a drink or something later,0
ham,Headin towards busetop,22,3,1,Headin towards busetop,headin towards busetop,22,3,headin towards busetop,0
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,152,32,1,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,message text missing sender name missing number missing sent date missing missing lot thats everything missing sent via fullonsms com,133,20,message some text missing sender name missing number missing sent date missing missing u a lot thats y everything is missing sent via fullonsms com,0
ham,Come by our room at some point so we can iron out the plan for this weekend,75,17,1,Come by our room at some point so we can iron out the plan for this weekend,come room point iron plan weekend,33,6,come by our room at some point so we can iron out the plan for this weekend,0
ham,Cos i want it to be your thing,30,8,1,Cos i want it to be your thing,co want thing,13,3,cos i want it to be your thing,0
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",95,26,2,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",okies go yan jiu skip ard oso go cine den go mrt one blah blah blah,67,16,okies i ll go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah,0
ham,Bring home some Wendy =D,24,5,1,Bring home some Wendy =D,bring home wendy,16,3,bring home some wendy d,0
spam,100 dating service cal;l 09064012103 box334sk38ch,49,8,1,100 dating service cal;l 09064012103 box334sk38ch,dating service cal box sk ch,28,6,dating service cal l box sk ch,1
ham,Whatsup there. Dont u want to sleep,35,8,2,Whatsup there. Dont u want to sleep,whatsup dont want sleep,23,4,whatsup there dont u want to sleep,0
ham,Alright i have a new goal now,29,7,1,Alright i have a new goal now,alright new goal,16,3,alright i have a new goal now,0
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,106,21,2,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry money weekly competition text word win url,53,9,free entry into our money weekly competition just text the word win to now t c url,1
ham,"Alright, I'll head out in a few minutes, text me where to meet you",66,17,1,"Alright, I'll head out in a few minutes, text me where to meet you",alright head minute text meet,29,5,alright i ll head out in a few minutes text me where to meet you,0
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,159,34,3,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,send logo ur lover name joined heart txt love name name mobno eg love adam eve yahoo pobox wq txtno ad,102,21,send a logo ur lover names joined by a heart txt love name name mobno eg love adam eve to yahoo pobox w wq txtno no ads p,1
ham,Yes:)from last week itself i'm taking live call.,48,13,1,Yes:)from last week itself i'm taking live call.,yes last week taking live call,30,6,yes from last week itself i m taking live call,0
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,162,28,3,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,someone contacted dating service entered phone fancy find call landline pobox tf,80,12,someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline pobox n tf p,1
ham,Siva is in hostel aha:-.,24,8,1,Siva is in hostel aha:-.,siva hostel aha,15,3,siva is in hostel aha,0
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,136,26,5,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent mobile number awarded money prize guaranteed call land line claim valid hr,81,13,urgent your mobile number has been awarded with a money prize guaranteed call from land line claim valid hrs only,1
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,248,49,3,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,send ur friend receive something ur voice speaking expression childish naughty sentiment rowdy ful attitude romantic shy attractive funny lt gt irritating lt gt lovable reply,174,26,send this to ur friends and receive something about ur voice how is my speaking expression childish naughty sentiment rowdy ful of attitude romantic shy attractive funny lt gt irritating lt gt lovable reply me,0
ham,Ok. She'll be ok. I guess,25,8,2,Ok. She'll be ok. I guess,ok ok guess,11,3,ok she ll be ok i guess,0
ham,aathi..where are you dear..,27,7,1,aathi..where are you dear..,aathi dear,10,2,aathi where are you dear,0
ham,Any pain on urination any thing else?,37,8,1,Any pain on urination any thing else?,pain urination thing else,25,4,any pain on urination any thing else,0
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,68,18,1,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,esplanade mind giving lift co got car today,43,8,at esplanade do mind giving me a lift cos i got no car today,0
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,150,44,2,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgently vry urgent hv shortage lt gt lac source arng dis amt lt gt lac thats prob,98,21,i wnt to buy a bmw car urgently its vry urgent but hv a shortage of lt gt lacs there is no source to arng dis amt lt gt lacs thats my prob,0
ham,At home watching tv lor.,24,6,1,At home watching tv lor.,home watching tv lor,20,4,at home watching tv lor,0
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,80,15,1,Does she usually take fifteen fucking minutes to respond to a yes or no question,usually take fifteen fucking minute respond yes question,56,8,does she usually take fifteen fucking minutes to respond to a yes or no question,0
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,157,27,2,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrats nokia video camera phone call call cost ppm ave call min vary mobile close post bcm ldn wc xx,102,20,congrats nokia video camera phone is your call calls cost ppm ave call mins vary from mobiles close post bcm ldn wc n xx,1
ham,Booked ticket for pongal?,25,5,1,Booked ticket for pongal?,booked ticket pongal,20,3,booked ticket for pongal,0
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,73,21,2,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,available like right around hillsborough amp lt gt th,53,9,you available now i m like right around hillsborough amp lt gt th,0
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,89,34,2,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,message sent askin lt gt dollar shoul pay lt gt lt gt,53,12,the message sent is askin for lt gt dollars shoul i pay lt gt or lt gt,0
ham,"Ask g or iouri, I've told the story like ten times already",58,14,1,"Ask g or iouri, I've told the story like ten times already",ask iouri told story like ten time already,42,8,ask g or iouri i ve told the story like ten times already,0
ham,How long does applebees fucking take,36,6,1,How long does applebees fucking take,long applebees fucking take,27,4,how long does applebees fucking take,0
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",76,18,1,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",hi hope get txt journey hasnt gd min late think,47,10,hi hope u get this txt journey hasnt been gd now about mins late i think,0
ham,But i have to. I like to have love and arrange.,47,13,2,But i have to. I like to have love and arrange.,like love arrange,17,3,but i have to i like to have love and arrange,0
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,104,24,1,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yes really great bhaji told kallis best cricketer sachin world tough get,72,12,yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out,0
ham,You were supposed to wake ME up &gt;:(,38,12,1,You were supposed to wake ME up &gt;:(,supposed wake gt,16,3,you were supposed to wake me up gt,0
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,69,20,3,Oic... I saw him too but i tot he din c me... I found a group liao...,oic saw tot din found group liao,32,7,oic i saw him too but i tot he din c me i found a group liao,0
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",119,22,3,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausage love jen xxx,111,16,hey hey werethe monkeespeople say we monkeyaround howdy gorgeous howu doin foundurself a jobyet sausage love jen xxx,0
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",94,25,1,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",sorry battery died come getting gram place,42,7,sorry my battery died i can come by but i m only getting a gram for now where s your place,0
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",70,18,1,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",well done blimey exercise yeah kinda remember wot hmm,53,9,well done blimey exercise yeah i kinda remember wot that is hmm,0
ham,I wont get concentration dear you know you are my mind and everything :-),73,16,1,I wont get concentration dear you know you are my mind and everything :-),wont get concentration dear know mind everything,48,7,i wont get concentration dear you know you are my mind and everything,0
ham,LOL ... Have you made plans for new years?,42,10,1,LOL ... Have you made plans for new years?,lol made plan new year,22,5,lol have you made plans for new years,0
ham,10 min later k...,17,5,1,10 min later k...,min later,9,2,min later k,0
ham,hanks lotsly!,13,3,1,hanks lotsly!,hank lotsly,11,2,hanks lotsly,0
ham,Thanks for this hope you had a good day today,45,10,1,Thanks for this hope you had a good day today,thanks hope good day today,26,5,thanks for this hope you had a good day today,0
ham,K:)k:)what are detail you want to transfer?acc no enough?,57,18,1,K:)k:)what are detail you want to transfer?acc no enough?,detail want transfer acc enough,31,5,k k what are detail you want to transfer acc no enough,0
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,105,23,2,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ok tell stay yeah tough optimistic thing improve month,54,9,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month,0
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",162,33,5,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan purpose money money homeowner tenant welcome previously refused still help call free text back help,104,16,loan for any purpose money money homeowners tenants welcome have you been previously refused we can still help call free or text back help,1
ham,Si si. I think ill go make those oreo truffles.,47,12,2,Si si. I think ill go make those oreo truffles.,si si think ill go make oreo truffle,36,8,si si i think ill go make those oreo truffles,0
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",115,28,2,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",look amy ure beautiful intelligent woman like lot know like like worry,70,12,look at amy ure a beautiful intelligent woman and i like u a lot i know u don t like me like that so don t worry,0
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,158,31,3,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,hope result consistently intelligent kind start asking practicum link keep ear open best ttyl,93,14,i hope you that s the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,0
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",79,22,3,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",call cost guess isnt bad miss ya need ya want ya love ya,56,13,that call cost which i guess isnt bad miss ya need ya want ya love ya,0
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,142,23,1,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,going thru different feeling wavering decision coping individual time heal everything believe,93,12,going thru a very different feeling wavering decisions and coping up with the same is the same individual time will heal everything i believe,0
ham,Where did u go? My phone is gonna die you have to stay in here,62,17,2,Where did u go? My phone is gonna die you have to stay in here,go phone gon na die stay,24,6,where did u go my phone is gonna die you have to stay in here,0
ham,Great. Never been better. Each day gives even more reasons to thank God,71,15,3,Great. Never been better. Each day gives even more reasons to thank God,great never better day give even reason thank god,49,9,great never been better each day gives even more reasons to thank god,0
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",175,37,5,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",upgrdcentre orange customer may claim free camera phone upgrade loyalty call offer end th july apply opt available,114,18,upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on offer ends th july t c s apply opt out available,1
ham,"Sorry, I'll call later ok bye",29,8,1,"Sorry, I'll call later ok bye",sorry call later ok bye,23,5,sorry i ll call later ok bye,0
ham,Ok i am on the way to railway,29,8,1,Ok i am on the way to railway,ok way railway,14,3,ok i am on the way to railway,0
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),148,37,5,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),great princess love giving receiving oral doggy style fave position enjoy making love lt gt time per night,106,18,great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love lt gt times per night,0
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,83,18,1,They don't put that stuff on the roads to keep it from getting slippery over there?,put stuff road keep getting slippery,36,6,they don t put that stuff on the roads to keep it from getting slippery over there,0
ham,When are you going to ride your bike?,37,9,1,When are you going to ride your bike?,going ride bike,15,3,when are you going to ride your bike,0
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",44,15,2,"Yup, no need. I'll jus wait 4 e rain 2 stop.",yup need jus wait rain stop,27,6,yup no need i ll jus wait e rain stop,0
ham,There are many company. Tell me the language.,45,10,2,There are many company. Tell me the language.,many company tell language,26,4,there are many company tell me the language,0
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,161,32,3,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail dear dave final notice collect tenerife holiday cash award call landline tc sae box cw wx ppm,100,18,okmail dear dave this is your final notice to collect your tenerife holiday or cash award call from landline tcs sae box cw wx ppm,1
ham,"How long has it been since you screamed, princess?",50,11,1,"How long has it been since you screamed, princess?",long since screamed princess,28,4,how long has it been since you screamed princess,0
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",298,67,4,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",nothing meant money enters account bank remove flat rate someone transfered lt gt account lt gt dollar got removed bank differ charge also differ sure trust ja person sending account detail co,192,32,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered lt gt to my account and lt gt dollars got removed so the banks differ and charges also differ be sure you trust the ja person you are sending account details to cos,0
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,159,34,5,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,want get laid tonight want real dogging location sent direct ur mob join uk largest dogging network txting moan nyt ec msg,122,22,want get laid tonight want real dogging locations sent direct ur mob join the uk s largest dogging network by txting moan to nyt ec a p msg p,1
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),125,31,1,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),nice line said broken heart plz cum time infront wise trust good,64,12,nice line said by a broken heart plz don t cum more times infront of me other wise once again i ll trust u good t,0
ham,Ok I'm gonna head up to usf in like fifteen minutes,51,13,1,Ok I'm gonna head up to usf in like fifteen minutes,ok gon na head usf like fifteen minute,38,8,ok i m gonna head up to usf in like fifteen minutes,0
ham,Love you aathi..love u lot..,28,8,1,Love you aathi..love u lot..,love aathi love lot,19,4,love you aathi love u lot,0
ham,Tension ah?what machi?any problem?,34,9,1,Tension ah?what machi?any problem?,tension ah machi problem,24,4,tension ah what machi any problem,0
ham,"K, can I pick up another 8th when you're done?",46,13,1,"K, can I pick up another 8th when you're done?",pick another th done,20,4,k can i pick up another th when you re done,0
ham,When're you guys getting back? G said you were thinking about not staying for mcr,81,17,2,When're you guys getting back? G said you were thinking about not staying for mcr,guy getting back said thinking staying mcr,42,7,when re you guys getting back g said you were thinking about not staying for mcr,0
ham,"Almost there, see u in a sec",28,8,1,"Almost there, see u in a sec",almost see sec,14,3,almost there see u in a sec,0
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",90,20,1,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",yo carlos friend already asking working weekend,47,7,yo carlos a few friends are already asking me about you you working at all this weekend,0
ham,Watching tv lor...,18,4,1,Watching tv lor...,watching tv lor,15,3,watching tv lor,0
ham,Thank you baby! I cant wait to taste the real thing...,54,13,2,Thank you baby! I cant wait to taste the real thing...,thank baby cant wait taste real thing,37,7,thank you baby i cant wait to taste the real thing,0
ham,You should change your fb to jaykwon thuglyfe falconerf,55,9,1,You should change your fb to jaykwon thuglyfe falconerf,change fb jaykwon thuglyfe falconerf,36,5,you should change your fb to jaykwon thuglyfe falconerf,0
ham,If we win its really no 1 side for long time.,45,12,1,If we win its really no 1 side for long time.,win really side long time,25,5,if we win its really no side for long time,0
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",146,24,1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate free text message replying message word free term condition visit url,91,14,free message activate your free text messages by replying to this message with the word free for terms conditions visit url,1
ham,Dear reached railway. What happen to you,40,8,2,Dear reached railway. What happen to you,dear reached railway happen,27,4,dear reached railway what happen to you,0
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",107,26,3,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",depends quality want type sent boye faded glory want ralphs maybe,65,11,depends on quality if you want the type i sent boye faded glory then about if you want ralphs maybe,0
ham,I think i've fixed it can you send a test message?,50,13,1,I think i've fixed it can you send a test message?,think fixed send test message,29,5,i think i ve fixed it can you send a test message,0
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",120,28,1,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",sorry man account dry would want could trade back half could buy shit credit card,81,15,sorry man my account s dry or i would if you want we could trade back half or i could buy some shit with my credit card,0
ham,"Sorry,in meeting I'll call later",32,8,1,"Sorry,in meeting I'll call later",sorry meeting call later,24,4,sorry in meeting i ll call later,0
ham,What class of  &lt;#&gt;  reunion?,34,12,1,What class of  &lt;#&gt;  reunion?,class lt gt reunion,19,4,what class of lt gt reunion,0
ham,Are you free now?can i call now?,32,10,1,Are you free now?can i call now?,free call,9,2,are you free now can i call now,0
ham,Got meh... When?,16,5,2,Got meh... When?,got meh,7,2,got meh when,0
ham,Nope... Think i will go for it on monday... Sorry i replied so late,67,16,3,Nope... Think i will go for it on monday... Sorry i replied so late,nope think go monday sorry replied late,39,7,nope think i will go for it on monday sorry i replied so late,0
ham,Some of them told accenture is not confirm. Is it true.,55,13,2,Some of them told accenture is not confirm. Is it true.,told accenture confirm true,27,4,some of them told accenture is not confirm is it true,0
